raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/disc_acc,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_loss,raw/disc/disc_entropy,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true
0.5,17179,1.0,32.0,32.0,7.4505797087454084e-09,1.2665987014770508e-07,1.0,1.0,0.5
0.5,17179,1.0,32.0,32.0,3.725290076417309e-09,1.0803341865539551e-07,1.0,1.0,0.5
0.5,17180,1.0,32.0,32.0,5.587935003603661e-09,1.5459954738616943e-07,1.0,1.0,0.5
0.5,17180,1.0,32.0,32.0,1.8626450382086546e-09,3.166496753692627e-08,1.0,1.0,0.5
0.5,17181,1.0,32.0,32.0,5.587935003603661e-09,1.3969838619232178e-07,1.0,1.0,0.5
0.5,17181,1.0,32.0,32.0,5.587935003603661e-09,1.695007085800171e-07,1.0,1.0,0.5
0.5,17182,1.0,32.0,32.0,3.725290076417309e-09,9.313225746154785e-08,1.0,1.0,0.5
0.5,17182,1.0,32.0,32.0,1.8626450382086546e-09,1.3597309589385986e-07,1.0,1.0,0.5
0.5,17183,1.0,32.0,32.0,5.587935003603661e-09,1.0989606380462646e-07,1.0,1.0,0.5
0.5,17183,1.0,32.0,32.0,5.587935003603661e-09,9.499490261077881e-08,1.0,1.0,0.5
0.5,17184,1.0,32.0,32.0,3.725290076417309e-09,1.2293457984924316e-07,1.0,1.0,0.5
0.5,17184,1.0,32.0,32.0,1.4901159417490817e-08,2.5331974029541016e-07,1.0,1.0,0.5
0.5,17185,1.0,32.0,32.0,3.725290076417309e-09,1.0803341865539551e-07,1.0,1.0,0.5
0.5,17185,1.0,32.0,32.0,1.303851515643828e-08,2.514570951461792e-07,1.0,1.0,0.5
0.5,17186,1.0,32.0,32.0,9.313224857976365e-09,2.3283064365386963e-07,1.0,1.0,0.5
0.5,17186,1.0,32.0,32.0,1.8626450382086546e-09,6.146728992462158e-08,1.0,1.0,0.5
0.5,17187,1.0,32.0,32.0,7.450580152834618e-09,2.0116567611694336e-07,1.0,1.0,0.5
0.5,17187,1.0,32.0,32.0,1.4901159417490817e-08,2.5331974029541016e-07,1.0,1.0,0.5
0.5,17188,1.0,32.0,32.0,5.587935003603661e-09,1.3969838619232178e-07,1.0,1.0,0.5
0.5,17188,1.0,32.0,32.0,1.1175870007207322e-08,2.1979212760925293e-07,1.0,1.0,0.5
0.5,17189,1.0,32.0,32.0,5.587935003603661e-09,1.3969838619232178e-07,1.0,1.0,0.5
0.5,17189,1.0,32.0,32.0,5.587935003603661e-09,1.2479722499847412e-07,1.0,1.0,0.5
0.5,17190,1.0,32.0,32.0,3.725290076417309e-09,1.0803341865539551e-07,1.0,1.0,0.5
0.5,17190,1.0,32.0,32.0,3.7252898543727042e-09,9.313225746154785e-08,1.0,1.0,0.5
0.5,17191,1.0,32.0,32.0,5.587935003603661e-09,1.993030309677124e-07,1.0,1.0,0.5
0.5,17191,1.0,32.0,32.0,1.1175870007207322e-08,2.644956111907959e-07,1.0,1.0,0.5
0.5,17192,1.0,32.0,32.0,9.313224857976365e-09,2.0302832126617432e-07,1.0,1.0,0.5
0.5,17192,1.0,32.0,32.0,5.587935003603661e-09,1.2479722499847412e-07,1.0,1.0,0.5
0.5,17193,1.0,32.0,32.0,7.450580152834618e-09,1.564621925354004e-07,1.0,1.0,0.5
0.5,17193,1.0,32.0,32.0,5.587935003603661e-09,9.499490261077881e-08,1.0,1.0,0.5
0.5,17194,1.0,32.0,32.0,5.587935003603661e-09,1.5459954738616943e-07,1.0,1.0,0.5
0.5,17194,1.0,32.0,32.0,3.725290076417309e-09,1.0803341865539551e-07,1.0,1.0,0.5
0.5,17195,1.0,32.0,32.0,9.313224857976365e-09,1.8812716007232666e-07,1.0,1.0,0.5
0.5,17195,1.0,32.0,32.0,1.303851426825986e-08,2.3655593395233154e-07,1.0,1.0,0.5
0.5,17196,1.0,32.0,32.0,7.450580152834618e-09,2.0116567611694336e-07,1.0,1.0,0.5
0.5,17196,1.0,32.0,32.0,1.8626450382086546e-09,6.146728992462158e-08,1.0,1.0,0.5
0.5,17197,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,17197,1.0,32.0,32.0,5.587935003603661e-09,1.8440186977386475e-07,1.0,1.0,0.5
0.5,17198,1.0,32.0,32.0,1.1175870007207322e-08,2.3469328880310059e-07,1.0,1.0,0.5
0.5,17198,1.0,32.0,32.0,1.303851426825986e-08,2.59913122135913e-07,1.0,1.0,0.5
0.5,17199,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,17199,1.0,32.0,32.0,7.450580152834618e-09,1.4156103134155273e-07,1.0,1.0,0.5
0.5,17200,1.0,32.0,32.0,1.0989226666424656e-06,1.1706250916176941e-05,1.0,1.0,0.5
0.5,17200,1.0,32.0,32.0,1.6390849850722589e-06,1.787831206456758e-05,1.0,1.0,0.5
0.5,17201,1.0,32.0,32.0,3.725290076417309e-09,7.82310962677002e-08,1.0,1.0,0.5
0.5,17201,1.0,32.0,32.0,3.725290076417309e-09,7.82310962677002e-08,1.0,1.0,0.5
0.5,17202,1.0,32.0,32.0,7.450580152834618e-09,1.564621925354004e-07,1.0,1.0,0.5
0.5,17202,1.0,32.0,32.0,7.450580152834618e-09,1.1175870895385742e-07,1.0,1.0,0.5
0.5,17203,1.0,32.0,32.0,0.0,2.9802322387695312e-08,1.0,1.0,0.5
0.5,17203,1.0,32.0,32.0,5.587935003603661e-09,1.8440186977386475e-07,1.0,1.0,0.5
0.5,17204,1.0,32.0,32.0,1.1175870007207322e-08,2.0489096641540527e-07,1.0,1.0,0.5
0.5,17204,1.0,32.0,32.0,9.313224857976365e-09,2.477318048477173e-07,1.0,1.0,0.5
0.5,17205,1.0,32.0,32.0,3.725290076417309e-09,9.313225746154785e-08,1.0,1.0,0.5
0.5,17205,1.0,32.0,32.0,1.862644793959589e-08,3.3155083656311035e-07,1.0,1.0,0.5
0.5,17206,1.0,32.0,32.0,3.725290076417309e-09,1.0803341865539551e-07,1.0,1.0,0.5
0.5,17206,1.0,32.0,32.0,1.1175870007207322e-08,2.4959444999694824e-07,1.0,1.0,0.5
0.5,17207,1.0,32.0,32.0,1.303851426825986e-08,2.6635825634002686e-07,1.0,1.0,0.5
0.5,17207,1.0,32.0,32.0,1.303851426825986e-08,2.514570951461792e-07,1.0,1.0,0.5
0.5,17208,1.0,32.0,32.0,2.9802315282267955e-08,5.364418029785156e-07,1.0,1.0,0.5
0.5,17208,1.0,32.0,32.0,1.303851249190302e-08,2.3655593395233154e-07,1.0,1.0,0.5
0.5,17209,1.0,32.0,32.0,2.607702498380604e-08,4.1350722312927246e-07,1.0,1.0,0.5
0.5,17209,1.0,32.0,32.0,9.313223969797946e-09,1.5832483768463135e-07,1.0,1.0,0.5
0.5,17210,1.0,32.0,32.0,3.725290076417309e-09,7.82310962677002e-08,1.0,1.0,0.5
0.5,17210,1.0,32.0,32.0,1.1175869119028903e-08,2.1979212760925293e-07,1.0,1.0,0.5
0.5,17211,1.0,32.0,32.0,1.1175869119028903e-08,1.8998980522155762e-07,1.0,1.0,0.5
0.5,17211,1.0,32.0,32.0,1.6763804566721774e-08,2.849847078323364e-07,1.0,1.0,0.5
0.5,17212,1.0,32.0,32.0,1.8626450382086546e-09,3.166496753692627e-08,1.0,1.0,0.5
0.5,17212,1.0,32.0,32.0,1.303851338008144e-08,2.3655593395233154e-07,1.0,1.0,0.5
0.5,17213,1.0,32.0,32.0,1.4901159417490817e-08,2.384185791015625e-07,1.0,1.0,0.5
0.5,17213,1.0,32.0,32.0,1.4901157641133977e-08,3.2782554626464844e-07,1.0,1.0,0.5
0.5,17214,1.0,32.0,32.0,7.450580152834618e-09,1.4156103134155273e-07,1.0,1.0,0.5
0.5,17214,1.0,32.0,32.0,1.303851426825986e-08,2.0675361156463623e-07,1.0,1.0,0.5
0.5,17215,1.0,32.0,32.0,3.166495687878523e-08,5.085021257400513e-07,1.0,1.0,0.5
0.5,17215,1.0,32.0,32.0,2.2351738238057806e-08,4.246830940246582e-07,1.0,1.0,0.5
0.5,17216,1.0,32.0,32.0,1.6763804566721774e-08,3.1478703022003174e-07,1.0,1.0,0.5
0.5,17216,1.0,32.0,32.0,1.6763802790364934e-08,3.296881914138794e-07,1.0,1.0,0.5
0.5,17217,1.0,32.0,32.0,1.4901159417490817e-08,2.2351741790771484e-07,1.0,1.0,0.5
0.5,17217,1.0,32.0,32.0,1.1175868230850483e-08,2.3469328880310059e-07,1.0,1.0,0.5
0.5,17218,1.0,32.0,32.0,2.60770232074492e-08,3.986060619354248e-07,1.0,1.0,0.5
0.5,17218,1.0,32.0,32.0,9.313224857976365e-09,2.1792948246002197e-07,1.0,1.0,0.5
0.5,17219,1.0,32.0,32.0,1.862644793959589e-08,3.0174851417541504e-07,1.0,1.0,0.5
0.5,17219,1.0,32.0,32.0,1.303851249190302e-08,2.514570951461792e-07,1.0,1.0,0.5
0.5,17220,1.0,32.0,32.0,1.1175870007207322e-08,2.1979212760925293e-07,1.0,1.0,0.5
0.5,17220,1.0,32.0,32.0,1.303851426825986e-08,2.2165477275848389e-07,1.0,1.0,0.5
0.5,17221,1.0,32.0,32.0,1.1175867342672063e-08,2.0489096641540527e-07,1.0,1.0,0.5
0.5,17221,1.0,32.0,32.0,1.4901159417490817e-08,2.384185791015625e-07,1.0,1.0,0.5
0.5,17222,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,17222,1.0,32.0,32.0,3.911553392299538e-08,6.50063157081604e-07,1.0,1.0,0.5
0.5,17223,1.0,32.0,32.0,7.450578820566989e-09,1.1175870895385742e-07,1.0,1.0,0.5
0.5,17223,1.0,32.0,32.0,2.048909308882685e-08,3.4831464290618896e-07,1.0,1.0,0.5
0.5,17224,1.0,32.0,32.0,1.4901159417490817e-08,2.8312206268310547e-07,1.0,1.0,0.5
0.5,17224,1.0,32.0,32.0,3.911553392299538e-08,6.649643182754517e-07,1.0,1.0,0.5
0.5,17225,1.0,32.0,32.0,1.4901159417490817e-08,2.682209014892578e-07,1.0,1.0,0.5
0.5,17225,1.0,32.0,32.0,5.587935003603661e-09,1.2479722499847412e-07,1.0,1.0,0.5
0.5,17226,1.0,32.0,32.0,1.303851426825986e-08,2.6635825634002686e-07,1.0,1.0,0.5
